EntryID,LemmaID,Code,YouTube Video,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),ClipLength(ms),D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,bglm_aoa,empirical_aoa,SignType.2.0Frequency,MajorLocation.2.0Frequency,MinorLocation.2.0Frequency,SecondMinorLocation.2.0Frequency,Movement.2.0Frequency,SelectedFingers.2.0Frequency,Flexion.2.0Frequency,FlexionChange.2.0Frequency,RepeatedMovement.2.0Frequency,Contact.2.0Frequency,Spread.2.0Frequency,SpreadChange.2.0Frequency,ThumbContact.2.0Frequency,ThumbPosition.2.0Frequency,UlnarRotation.2.0Frequency,Transparency M,Transparency SD,Transparency Z,H index,SignBankID,Parameter.Neighborhood.Density.2.0,Neighborhood Density 2.0,Parameter.Neighborhood.Density.2.0.1,Neighborhood Density 2.0.1,DominantTranslation,SignBankID.1,Neighborhood Density
shrimp,shrimp,A_01_065,,3.357,1.638,-0.348,28,0,3.333,1.447,-0.321,15,0.17,,,2.351,2.048,-0.401,37,,2.648,Noun,467,1602,1134,1969,2.8,1.73,31,-0.26,2.72,1.64,19,-0.25,Arbitrary,0,0,0,1,1,0,i,FullyOpen,1,,,Closed,0,OneHanded,Straight,Neutral,Neutral,Neutral,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,818,1245,712,1051,532,1215,1030,0,0,1756,934,2276,,,,,SHRIMP,37,7,37,7,,SHRIMP,5
shut_out,shut_out,G_03_026,,5.148,1.322,0.474,27,0,5,1.128,0.421,12,0,,,4.85,1.725,0.557,20,,,Verb,300,667,367,1535,,,,,,,,,,0,0,0,1,closed_b,0,imrp,FullyOpen,0,0,0,Closed,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,closed_b,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,1222,1051,2010,1509,1694,839,1391,1756,934,448,,,,,,8,6,8,6,,,6
shy,shy,B_01_040,,3.88,1.691,-0.449,25,0,3.929,1.639,-0.402,14,0,,,2.111,2.016,-0.361,27,,2.972,Adjective,534,868,334,1602,2.26,1.32,31,-0.31,2.23,1.41,22,-0.28,Arbitrary,0,0,0,1,c,0,imrp,Curved,0,0,0,Open,0,OneHanded,None,Head,CheekNose,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,96,0,416,1222,579,2010,1509,1694,839,1391,1756,1790,448,3,2,0,-0.17,SHY,6,0,6,0,,SHY,0
sick,sick,B_01_072,,5.32,1.345,0.4,25,0,5.357,1.393,0.422,14,0,,,3.692,2.016,0.374,26,,3.926,Adjective,634,801,167,1535,2.71,1.51,31,-0.1,2.64,1.36,22,-0.11,Arbitrary,0,0,0,1,open_8,1,m,Flat,0,,,Open,0,SymmetricalOrAlternating,Straight,Head,Forehead,,1,open_8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,28,939,725,107,0,1245,123,415,2010,1509,1694,0,0,1756,1790,2276,4,2,0,-0.19,SICK,5,3,5,3,,SICK,0
side,side,J_03_055,,4,1.558,-0.117,29,0,4.467,1.552,0.064,15,0,,,4.826,1.85,1.03,23,,4.011,Adjective,467,1335,868,1902,,,,,,,,,Both,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Straight,Body,BodyAway,BodyAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,256,44,86,1245,1222,1051,2010,1509,1030,839,1391,1756,1790,2276,,,,,SIDE,12,4,12,4,,SIDE,1
sideburns,sideburns,F_01_087,,1.542,0.932,-1.523,27,0,1.25,0.452,-1.687,14,0.14,,,5.71,1.677,0.934,31,,1.778,Noun,567,1468,901,2069,,,,,,,,,,0,0,0,1,g,0,i,Flat,1,,,Open,1,SymmetricalOrAlternating,Straight,Head,CheekNose,CheekNose,1,g,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,725,96,16,1245,712,415,532,1509,1694,0,0,812,1790,2276,,,,,,12,2,12,2,,,1
sign,sign,E_03_050,,5.9,1.185,0.909,30,0,5.857,1.231,0.843,14,0,,,2.75,2.449,-0.533,32,SIGN (SIGN LANGUAGE),3.832,Noun,334,1768,1435,2336,,,,,,,,,Arbitrary,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,19,939,989,990,818,208,712,1051,2010,1215,1030,0,0,1756,934,2276,,,,,SIGN,19,13,19,13,,SIGN,16
sign_language,sign_language,D_02_031,,5.222,1.34,0.577,27,0,5.412,1.543,0.632,17,0,,,2.4,2.166,-0.251,30,,,Noun,434,1468,1034,2269,1.46,1.07,26,-0.84,1.17,0.38,18,-0.96,Arbitrary,1,0,1,2,1,0,i,FullyOpen,0,,,Closed,0,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,1,0,l,0,i,FullyOpen,0,,,Open,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,l,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,208,712,1051,2010,1509,1030,0,0,1756,934,2276,,,,,"SIGN-LANGUAGE	",19,11,19,11,,"SIGN-LANGUAGE	",16
sign_paper,sign_paper,H_03_094,,4.714,1.243,0.365,28,0,4.429,1.342,0.195,14,0,,,2.333,1.761,-0.352,24,signature,,Verb,400,1435,1034,1969,,,,,,,,,Arbitrary,0,0,0,1,h,1,im,FullyOpen,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Curved,Hand,Palm,,1,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,0,634,381,1051,2010,1509,1694,839,1391,1756,934,448,,,,,"SIGNATURE	",12,3,12,3,,"SIGNATURE	",2
signature,signature,F_01_069,,5.481,1.424,0.674,27,0,5.5,1.225,0.663,14,0,,,2.355,1.561,-0.599,31,,2.794,Noun,400,1201,801,1735,,,,,,,,,Arbitrary,0,0,0,1,h,1,im,FullyOpen,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Curved,Hand,Palm,,1,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,0,634,381,1051,2010,1509,1694,839,1391,1756,934,448,,,,,"SIGNATURE	",12,3,12,3,,"SIGNATURE	",2
signing_fluently,signing_fluently,F_03_069,,5.556,1.281,0.706,27,0,5.5,1.345,0.667,14,0,,,2.063,1.999,-0.554,32,TO USE SIGN LANGUAGE FLUENTLY,,Verb,467,1235,767,1768,,,,,,,,,Arbitrary,0,0,0,1,s,0,imrp,FullyClosed,1,,1,Closed,1,SymmetricalOrAlternating,None,Neutral,Neutral,Neutral,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,416,1222,173,532,1509,1030,0,194,812,934,2276,,,,,,5,5,5,5,,,8
silly,silly,B_01_090,,5.4,1.118,0.444,25,0,5.571,1.016,0.531,14,0,,,2.741,2.016,-0.065,27,,3.464,Adjective,567,1201,634,1869,1.52,0.96,31,-0.72,1.5,0.96,22,-0.71,Arbitrary,0,0,0,1,y,1,p,FullyOpen,0,,,Open,0,OneHanded,Straight,Head,CheekNose,HeadAway,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,23,1068,725,96,342,1245,90,1051,2010,1215,1030,0,0,1756,1790,2276,4,2,0,-0.17,SILLY,9,5,9,5,,SILLY,1
silver,silver,D_03_091,,2.077,0.935,-1.193,26,0,1.875,0.957,-1.29,16,0,1,1,1.167,2.009,-0.916,24,,3.21,Noun,667,1535,868,2503,1.27,0.45,26,-0.95,1.17,0.38,18,-0.97,Arbitrary,1,0,1,2,s,0,imrp,FullyClosed,0,,0,Closed,1,OneHanded,None,Head,Other,,1,,0,s,0,imrp,FullyClosed,0,,0,Closed,1,OneHanded,None,Neutral,Neutral,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,67,0,416,1222,173,2010,1509,1694,0,1391,812,934,2276,,,,,SILVERs,9,0,9,0,silver,SILVERs,0
since,since,D_03_014,,5.115,1.275,0.571,26,0,5.313,1.448,0.649,16,0,,,1.458,2.009,-0.747,24,,4.206,Minor,567,1502,934,2236,1.89,0.99,26,-0.62,1.89,1.08,18,-0.58,Arbitrary,0,0,0,1,flat_1,0,i,Flat,1,,,Closed,0,SymmetricalOrAlternating,Curved,Body,Shoulder,BodyAway,1,flat_1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,22,86,634,712,415,532,1509,1694,0,0,1756,934,2276,,,,,SINCE,0,0,0,0,,SINCE,0
sing,sing,D_03_075,,3,1.72,-0.668,26,0,3.063,1.611,-0.663,16,0,,,2.56,2.009,-0.24,25,,3.697,Verb,467,1768,1301,2469,2.46,1.45,26,-0.29,2.39,1.38,18,-0.29,Arbitrary,0,0,0,1,open_b,1,imrp,FullyOpen,0,0,0,Open,0,OneHanded,Curved,Arm,ArmAway,ArmAway,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,71,14,23,634,1222,1051,2010,1215,1030,839,1391,1756,1790,448,,,,,SING,3,2,3,2,,SING,1
single,single,H_01_018,,4.607,1.641,0.278,28,0,4.786,1.888,0.401,14,0,,,2.6,1.957,-0.411,20,single (relationship),3.565,Adjective,501,1201,701,1735,,,,,,,,,Arbitrary,1,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,OneHanded,Z-shaped,Head,Chin,Chin,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,101,23,93,712,1051,2010,1509,1694,0,0,1756,934,2276,,,,,SINGLEix,0,5,0,5,,SINGLEix,2
single_out,single_out,J_01_061,,5.1,1.296,0.537,30,0,5.2,1.424,0.518,15,0,0,0,1.375,1.245,-0.842,24,"to frequent something (a ""go to"" person or place)",,Verb,634,1602,968,2169,,,,,,,,,Arbitrary,0,0,0,1,closed_b,0,imrp,FullyOpen,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Straight,Hand,FingerRadial,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,94,0,1245,1222,1051,2010,1215,1694,839,1391,1756,934,2276,,,,,"SINGLE-OUT	",8,1,8,1,single_out,"SINGLE-OUT	",1
sink,sink,E_02_042,,2.406,1.478,-1.015,32,0,2.067,1.163,-1.214,15,0,,,3.645,1.854,-0.191,31,TO SINK,2.937,Verb,534,1502,968,1935,,,,,,,,,Arbitrary,0,0,0,1,3,1,im,FullyOpen,0,1,0,Open,0,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,210,298,1245,381,1051,2010,1509,1694,554,1391,1756,1790,2276,,,,,,4,6,4,6,,,2
siren,siren,G_03_065,,1.789,1.357,-1.439,27,0,1.625,1.188,-1.619,12,0.33,,,5.75,1.743,0.922,20,,2.525,Noun,434,1768,1335,2569,,,,,,,,,,0,0,0,1,1,0,i,FullyOpen,0,,,Closed,0,SymmetricalOrAlternating,Circular,Neutral,Neutral,Neutral,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,208,712,1051,2010,1215,1030,0,0,1756,934,448,,,,,,19,12,19,12,,,13
sister,sister,D_03_050,,5.385,1.551,0.674,26,0,5.688,1.352,0.797,16,0,,,1.208,2.009,-0.89,24,,3.964,Noun,601,1335,734,2336,1.5,0.81,26,-0.82,1.33,0.59,18,-0.87,Arbitrary,0,0,1,2,l,0,i,FullyOpen,0,,,Open,0,OneHanded,None,Head,CheekNose,,1,,0,l,0,i,FullyOpen,0,,,Open,0,AsymmetricalSameHandshape,None,Hand,FingerRadial,,1,l,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,34,1068,725,96,0,416,712,1051,2010,1509,1694,0,0,1756,1790,2276,,,,,SISTER,5,6,5,6,,SISTER,6
sit,sit,D_03_034,,5.615,1.329,0.807,26,0,5.688,1.25,0.808,16,0,,,3.56,2.009,0.275,25,,4.201,Verb,567,1201,634,2236,3.73,1.22,26,0.33,3.5,1.15,18,0.24,Arbitrary,0,0,0,1,curved_h,1,im,Curved,0,0,0,Closed,0,AsymmetricalDifferentHandshape,Straight,Hand,FingerBack,,1,DominanceConditionViolation,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,18,476,682,53,0,1245,381,579,2010,1509,1694,839,1391,1756,934,2276,,,,,SIT,0,0,0,0,,SIT,0
situation,situation,H_03_066,,4.857,1.604,0.427,28,0,4.643,1.646,0.319,14,0,,,1.333,0.917,-0.912,24,,3.624,Noun,534,1502,968,2002,,,,,,,,,Arbitrary,1,0,0,1,s,0,imrp,FullyClosed,0,,0,Closed,1,AsymmetricalDifferentHandshape,Curved,Hand,FingerRadial,HandAway,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,94,298,634,1222,173,2010,1509,1694,0,1391,812,934,448,,,,,SITUATION,10,0,10,0,,SITUATION,0
six,six,G_03_034,,5.074,1.73,0.439,27,0,4.667,1.67,0.249,12,0,,,2.75,2.511,-0.406,20,,4.008,Number,467,1268,801,1835,,,,,,,,,Arbitrary,1,0,0,1,w,1,p,Curved,0,,,Open,1,OneHanded,Straight,Neutral,Neutral,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,989,990,0,1245,90,579,2010,1509,1030,0,0,812,1790,2276,,,,,SIX,1,4,1,4,,SIX,2
skate,skate,C_01_090,,2.8,1.827,-0.936,30,0,2.944,1.862,-0.939,18,0,,,2.433,1.921,-0.244,30,,2.48,Verb,601,1702,1101,2369,4.93,1.55,30,1.11,5.19,1.69,21,1.18,Arbitrary,0,0,0,1,bent_1,1,i,Bent,0,,,Closed,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,bent_1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,34,939,989,990,818,634,712,253,2010,1215,1030,0,0,1756,934,2276,3,2,0,-0.19,ICESKATE,6,4,6,4,,ICESKATE,4
skateboarding,skateboarding,C_02_052,,1.893,1.066,-1.49,28,0,1.75,1,-1.701,16,0.11,,,4.63,2.025,0.9,27,,1.477,Verb,667,1401,734,2269,4.69,1.74,30,0.98,4.82,1.7,21,0.99,,0,0,0,1,8,1,m,Flat,1,,,Open,1,AsymmetricalDifferentHandshape,None,Hand,FingerBack,,1,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,53,0,416,123,415,532,1215,1694,0,0,812,1790,2276,4,2,0,-0.18,SKATEBOARDING,0,0,0,0,,SKATEBOARDING,0
skateboarding_2,skateboarding_2,K_01_079,,4.407,1.693,0.213,27,0,3.727,1.272,0.133,11,0,0,0,1.2,0.707,-1.215,25,SKATEBOARDING,1.477,Verb,501,1535,1034,2102,,,,,,,,,,0,0,0,1,curved_v,1,im,Curved,0,1,0,Closed,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,curved_v,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,381,579,2010,1215,1030,554,1391,1756,934,2276,,,,,,4,3,4,3,skateboarding_2,,3
skateboarding_3,skateboarding_3,K_02_110,,3.476,1.861,-0.699,25,0,2.875,1.458,-0.818,11,0.27,1,1,2.625,1.637,-0.531,24,SKATEBOARDING,1.477,Verb,601,1702,1101,2336,,,,,,,,,,0,0,0,1,open_b,1,imrp,FullyOpen,1,0,0,Open,0,AsymmetricalDifferentHandshape,None,Neutral,Neutral,,0,B,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,989,990,0,416,1222,1051,532,1215,1030,839,1391,1756,1790,2276,,,,,,5,0,5,0,skateboarding_3,,0
ski,ski,D_02_027,,3.148,1.562,-0.58,27,0,3.235,1.522,-0.57,17,0,,,1.161,2.166,-0.82,31,,2.617,Noun,534,1335,801,1902,4.19,1.65,26,0.56,4.06,1.66,18,0.51,Arbitrary,0,0,0,1,bent_1,1,i,Bent,0,,,Closed,0,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0,bent_1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,1245,712,253,2010,1215,1030,0,0,1756,934,2276,,,,,SKI,8,4,8,4,,SKI,8
ski-ca,ski-ca,K_03_033,,3.292,2.01,-0.542,25,0,2.455,1.695,-0.747,11,0,,,4.04,1.513,-0.039,25,SKI,,Verb,501,1702,1201,2269,,,,,,,,,,0,0,0,1,s,0,imrp,FullyClosed,0,,,Closed,1,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,1222,173,2010,1215,1030,0,0,812,934,2276,,,,,,21,4,21,4,,,5
skill,skill,G_02_038,,5.704,1.068,0.808,27,0,5.583,0.9,0.779,12,0,,,1.903,1.758,-0.817,31,,2.607,Adjective,467,1068,601,1668,,,,,,,,,Arbitrary,0,0,0,1,flat_b,1,imrp,Flat,1,0,0,Open,0,AsymmetricalDifferentHandshape,Curved,Hand,FingerUlnar,HandAway,1,B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476,682,18,298,634,1222,415,532,1509,1694,839,1391,1756,1790,448,,,,,SKILL,7,0,7,0,,SKILL,0
skin,skin,F_01_091,,4.923,1.521,0.4,27,0,4.769,1.363,0.311,14,0.07,,,4.29,1.811,0.307,31,,3.352,Noun,501,1301,801,1869,,,,,,,,,,0,0,0,1,bent_l,1,i,Bent,0,,,Open,0,OneHanded,None,Head,CheekNose,,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068,725,96,0,416,712,253,2010,1509,1694,0,0,1756,1790,2276,,,,,,0,3,0,3,,,5
skirt,skirt,A_01_046,,3.567,1.501,-0.207,30,0,3.294,1.49,-0.283,17,0,,,5.256,2.048,1.021,39,,2.707,Noun,334,1268,934,1301,5.26,1.67,31,0.96,5.16,1.77,19,0.94,,0,0,0,1,5,0,imrp,FullyOpen,0,1,0,Open,0,SymmetricalOrAlternating,Curved,Body,Hips,BodyAway,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,256,11,86,634,1222,1051,2010,1509,1030,554,1391,1756,1790,2276,,,,,SKIRT,9,3,9,3,,SKIRT,0
skunk,skunk,G_01_032,,3.28,2.031,-0.563,27,0,2.667,1.371,-0.952,12,0,,,2.286,1.384,-0.599,28,,2.223,Noun,434,1401,968,2035,,,,,,,,,Arbitrary,0,0,0,1,p,1,im,Stacked,0,,0,Open,1,OneHanded,Curved,Head,HeadTop,HeadTop,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,35,1068,725,12,2,634,381,65,2010,1509,1030,0,1391,812,1790,2276,,,,,SKUNKk,0,0,0,0,,SKUNKk,0
slave,slave,E_03_094,,2.833,1.599,-0.755,30,0,2.571,1.399,-0.934,14,0,,,3.412,2.181,-0.081,17,,2.974,Noun,501,1835,1335,2369,,,,,,,,,Arbitrary,1,0,0,1,s,0,imrp,FullyClosed,0,,0,Closed,1,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,1,s,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,1222,173,2010,1215,1694,0,1391,812,934,2276,,,,,SLAVE,21,13,21,13,,SLAVE,22
sled_1,sled_1,F_01_010,,2.056,1.11,-1.262,27,0,2,1.155,-1.414,14,0.29,,,2.581,1.587,-0.504,31,,2.176,Noun,701,1401,701,1935,,,,,,,,,Arbitrary,0,0,0,1,flat_b,1,imrp,Flat,0,0,0,Open,0,AsymmetricalSameHandshape,Straight,Hand,PalmBack,,1,flat_b,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,682,66,0,1245,1222,415,2010,1215,1694,839,1391,1756,1790,2276,,,,,,12,5,12,5,,,3
sled_2,sled_2,G_02_027,,2,1.291,-1.192,27,0,2.25,1.288,-1.175,12,0,0,0,2.194,1.621,-0.712,31,,2.176,Verb,434,1235,801,1835,,,,,,,,,Arbitrary,0,0,0,1,bent_1,1,i,Bent,0,,,Closed,0,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0,bent_1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939,989,990,818,634,712,253,2010,1509,1030,0,0,1756,934,2276,,,,,,6,3,6,3,sled,,4
