EntryID,LemmaID,Code,SignFrequency(M),SignFrequency(SD),SignFrequency(Z),SignFrequency(N),PercentUnknown,SignFrequency(M-Native),SignFrequency(SD-Native),SignFreq(Z-native),SignFrequency(N-Native),PercentUnknown(Native),PercentGlossAgreement,PercentGlossAgreement(Native),Iconicity(M),Iconicity(SD),Iconicity(Z),Iconicity(N),Iconicity_ID,SubtLexUSLog10WF,LexicalClass,SignOnset(ms),SignOffset(ms),SignLength(ms),MinimalNeighborhoodDensity,MaximalNeighborhoodDensity,Parameter-BasedNeighborhoodDensity,D.Iconicity(M) all,D.Iconicity(SD) all,D.Iconicity(N) all,D.Iconicity(Z) all,D.Iconicity(M) native,D.Iconicity(SD) native,D.Iconicity(N) native,D.Iconicity(Z) native,Complexity,RightWristX,RightWristcentroidY,DistanceRightWristCentroid2Nose,IconicityType,Initialized.2.0,FingerspelledLoanSign.2.0,Compound.2.0,NumberOfMorphemes.2.0,Handshape.2.0,MarkedHandshape.2.0,SelectedFingers.2.0,Flexion.2.0,FlexionChange.2.0,Spread.2.0,SpreadChange.2.0,ThumbPosition.2.0,ThumbContact.2.0,SignType.2.0,Movement.2.0,MajorLocation.2.0,MinorLocation.2.0,SecondMinorLocation.2.0,Contact.2.0,NonDominantHandshape.2.0,UlnarRotation.2.0,HandshapeM2.2.0,MarkedHandshapeM2.2.0,SelectedFingersM2.2.0,FlexionM2.2.0,FlexionChangeM2.2.0,SpreadM2.2.0,SpreadChangeM2.2.0,ThumbPositionM2.2.0,ThumbContactM2.2.0,SignTypeM2.2.0,MovementM2.2.0,MajorLocationM2.2.0,MinorLocationM2.2.0,SecondMinorLocationM2.2.0,ContactM2.2.0,NonDominantHandshapeM2.2.0,UlnarRotationM2.2.0,HandshapeM3.2.0,MarkedHandshapeM3.2.0,SelectedFingersM3.2.0,FlexionM3.2.0,FlexionChangeM3.2.0,SpreadM3.2.0,SpreadChangeM3.2.0,ThumbPositionM3.2.0,ThumbContactM3.2.0,SignTypeM3.2.0,MovementM3.2.0,MajorLocationM3.2.0,MinorLocationM3.2.0,SecondMinorLocationM3.2.0,ContactM3.2.0,NonDominantHandshapeM3.2.0,UlnarRotationM3.2.0,HandshapeM4.2.0,MarkedHandshapeM4.2.0,SelectedFingersM4.2.0,FlexionM4.2.0,FlexionChangeM4.2.0,SpreadM4.2.0,SpreadChangeM4.2.0,ThumbPositionM4.2.0,ThumbContactM4.2.0,SignTypeM4.2.0,MovementM4.2.0,MajorLocationM4.2.0,MinorLocationM4.2.0,SecondMinorLocationM4.2.0,ContactM4.2.0,NonDominantHandshapeM4.2.0,UlnarRotationM4.2.0,HandshapeM5.2.0,MarkedHandshapeM5.2.0,SelectedFingersM5.2.0,FlexionM5.2.0,FlexionChangeM5.2.0,SpreadM5.2.0,SpreadChangeM5.2.0,ThumbPositionM5.2.0,ThumbContactM5.2.0,SignTypeM5.2.0,MovementM5.2.0,MajorLocationM5.2.0,MinorLocationM5.2.0,SecondMinorLocationM5.2.0,ContactM5.2.0,NonDominantHandshapeM5.2.0,UlnarRotationM5.2.0,HandshapeM6.2.0,MarkedHandshapeM6.2.0,SelectedFingersM6.2.0,FlexionM6.2.0,FlexionChangeM6.2.0,SpreadM6.2.0,SpreadChangeM6.2.0,ThumbPositionM6.2.0,ThumbContactM6.2.0,SignTypeM6.2.0,MovementM6.2.0,MajorLocationM6.2.0,MinorLocationM6.2.0,SecondMinorLocationM6.2.0,ContactM6.2.0,NonDominantHandshapeM6.2.0,UlnarRotationM6.2.0,Batch,Item,List,Neighborhood Density
scissors,scissors,A_01_038,4.548,1.4340000000000002,0.264,31.0,0.0,4.611000000000001,1.335,0.321,18.0,0.0,,,6.947,2.048,1.8769999999999998,38.0,,2.5340000000000003,Noun,266.93,1001.0,734.07,855.0,31.0,2.0,6.0,1.0,31.0,1.0,6.0,2.0,19.0,1.0,1,1418.0,764.0,1611.0,Perceptual,0.0,0.0,0.0,1.0,v,1.0,im,1,0.0,1.0,1.0,Closed,NoContact,OneHanded,None,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,38,1,0
scold,,H_01_8,4.25,,0.11,,,,,,,,,,6.778,0.698,1.5630000000000002,27.0,,,,,,,,,,,,,,,,,,0,963.0,591.0,1130.0,Pantomimic,,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,Straight,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,8,1,0
scoop,,J_03_044,2.481,,-0.996,,,,,,,,,,6.545,0.8,2.1109999999999998,22.0,,,,,,,,,,,,,,,,,,5,971.0,1019.0,1408.0,Pantomimic,,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,AsymmetricalDifferentHandshape,BackAndForth,Hand,HandAway,HandAway,0.0,C,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,44,3,0
score,,H_01_60,4.5360000000000005,,0.23,,,,,,,,,,3.0,2.022,-0.525,24.0,,,,,,,,,,,,,,,,,,1,960.0,522.0,1092.0,Arbitrary,,0.0,0.0,1.0,f,1.0,i,5,0.0,,,Open,Contact,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,60,1,0
scout,,H_02_99,1.524,,-1.4609999999999999,,,,,,,,,,2.917,1.742,-0.111,24.0,boy scout/girl scout,,,,,,,,,,,,,,,,,1,952.0,326.0,1006.0,Arbitrary,,0.0,0.0,1.0,w,1.0,p,5,0.0,,,Open,Contact,OneHanded,Straight,Head,HeadTop,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,99,2,0
scratch,,H_02_84,3.37,,-0.47,,,,,,,,,,5.292000000000001,1.459,1.093,24.0,scratch (body part),,,,,,,,,,,,,,,,,2,962.0,867.0,1295.0,Pantomimic,,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Closed,NoContact,AsymmetricalDifferentHandshape,Straight,Hand,PalmBack,PalmBack,1.0,Lax,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,84,2,0
scream,,E_03_27,3.833,,-0.204,,,,,,,,,,4.774,2.0180000000000002,0.695,31.0,,3.13,Verb,,,,,,,,,,,,,,,0,952.0,324.0,1005.0,,,0.0,0.0,1.0,curved_5,1.0,imrp,5,0.0,1.0,0.0,Open,NoContact,OneHanded,Straight,Head,Mouth,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,27,3,0
screwdriver,screwdriver,D_02_023,2.923,1.354,-0.664,26.0,0.0,3.1180000000000003,1.2690000000000001,-0.561,17.0,0.0,85.0,88.0,5.567,2.166,1.205,30.0,,2.1109999999999998,Noun,600.6,1601.6,1001.0,706.0,26.0,5.0,4.0,1.0,26.0,1.0,4.0,2.0,18.0,1.0,2,1693.0,777.0,1863.0,,0.0,0.0,0.0,1.0,h,1.0,im,1,0.0,0.0,0.0,Closed,NoContact,AsymmetricalDifferentHandshape,None,Hand,Palm,,1.0,B,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,23,2,0
script,,H_03_81,3.28,,-0.488,,,,,,,,,,3.25,1.751,0.043,24.0,,,,,,,,,,,,,,,,,,2,960.0,788.0,1242.0,Arbitrary,,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,AsymmetricalDifferentHandshape,Straight,Hand,FingerFront,Heel,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,81,3,0
scroll_down,scroll_down,C_03_084,3.423,2.157,-0.655,26.0,10.0,3.938,2.144,-0.366,16.0,5.56,54.0,56.0,5.388999999999999,2.075,1.172,36.0,,0.0,Noun,500.5,1134.47,633.97,777.0,10.0,0.0,3.0,2.0,30.0,0.0,4.0,2.0,21.0,1.0,1,1582.0,780.0,1764.0,,0.0,0.0,0.0,1.0,bent_1,1.0,i,2,0.0,,,Closed,NoContact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,84,3,0
scrub,,E_02_86,4.258,,-0.011000000000000001,,,,,,,,,,5.933,2.052,1.028,30.0,,2.504,Verb,,,,,,,,,,,,,,,3,962.0,867.0,1295.0,,,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,AsymmetricalDifferentHandshape,Straight,Hand,Palm,Palm,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,86,2,0
sculpt,,J_01_028,3.6,,-0.348,,,,,,,,,,3.0,1.607,-0.054000000000000006,25.0,,,,,,,,,,,,,,,,,,4,976.0,1091.0,1464.0,Arbitrary,,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,AsymmetricalDifferentHandshape,Curved,Hand,Palm,HandAway,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,28,1,0
sculpture,,E_03_45,3.767,,-0.235,,,,,,,,,,1.867,2.0180000000000002,-0.7040000000000001,30.0,,2.204,Noun,,,,,,,,,,,,,,,4,960.0,522.0,1092.0,Arbitrary,,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,AsymmetricalDifferentHandshape,Curved,Hand,Palm,HandAway,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,45,3,0
seal,,G_01_57,2.375,,-1.013,,,,,,,,,,4.69,1.85,0.621,29.0,,2.877,Noun,,,,,,,,,,,,,,,0,962.0,640.0,1156.0,,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,57,1,0
secret,secret,C_03_076,4.2,1.349,-0.079,30.0,0.0,4.2780000000000005,1.32,-0.134,18.0,0.0,,,2.306,2.075,-0.308,36.0,,3.75,Noun,500.5,934.27,433.77,831.0,42.0,4.0,2.0,1.0,30.0,-1.0,2.0,1.0,21.0,-1.0,2,1582.0,780.0,1764.0,Arbitrary,0.0,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,OneHanded,Straight,Head,Chin,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,76,3,0
secretary,secretary,A_03_059,4.24,1.715,0.129,25.0,0.0,4.6,1.639,0.34299999999999997,15.0,0.0,,,1.6669999999999998,2.153,-0.87,21.0,,3.2289999999999996,Noun,433.77,967.63,533.87,542.0,0.0,0.0,2.0,1.0,31.0,-1.0,2.0,1.0,19.0,-1.0,3,1409.0,814.0,1627.0,Arbitrary,0.0,0.0,1.0,2.0,p,1.0,im,Stacked,0.0,,0.0,Open,Contact,OneHanded,None,Head,Mouth,,1.0,,0.0,several,1.0,imrp,Stacked,0.0,,,Open,Contact,AsymmetricalDifferentHandshape,Straight,Hand,Palm,HandAway,1.0,B,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,59,3,0
see,see,C_02_030,6.332999999999999,0.922,1.143,30.0,0.0,6.5,0.7859999999999999,1.117,18.0,0.0,,,4.63,2.025,0.8959999999999999,27.0,,5.115,Verb,300.3,1001.0,700.7,793.0,42.0,3.0,4.0,2.0,30.0,1.0,5.0,2.0,21.0,1.0,1,1620.0,780.0,1798.0,Both,0.0,0.0,0.0,1.0,v,1.0,im,1,0.0,1.0,0.0,Open,Contact,OneHanded,Straight,Head,Eye,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,30,2,0
see_see,,J_03_004,5.69,,0.866,,,,,,,,,,4.136,1.754,0.718,22.0,we'll see,,,,,,,,,,,,,,,,,1,964.0,905.0,1322.0,Both,,0.0,0.0,1.0,v,1.0,im,1,0.0,1.0,0.0,Open,Contact,OneHanded,Straight,Head,Eye,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,4,3,0
seem,,F_01_43,5.148,,0.47700000000000004,,,,,,,,,,1.909,1.9680000000000002,-0.757,33.0,,3.853,Verb,,,,,,,,,,,,,,,0,952.0,326.0,1006.0,Arbitrary,,0.0,0.0,1.0,c,0.0,imrp,5,0.0,0.0,0.0,Open,NoContact,OneHanded,None,Head,HeadAway,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,43,1,0
select,select,D_03_087,5.038,1.28,0.505,26.0,0.0,5.375,1.258,0.648,16.0,0.0,,,4.24,2.009,0.603,25.0,,2.258,Verb,500.5,1301.3,800.8,797.0,8.0,0.0,3.0,1.0,26.0,0.0,2.0,1.0,18.0,0.0,1,1609.0,793.0,1793.0,Pantomimic,0.0,0.0,0.0,1.0,f,1.0,i,5,0.0,,,Open,Contact,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,87,3,0
self,,H_01_15,3.964,,-0.126,,,,,,,,,,4.107,2.061,0.316,28.0,,,,,,,,,,,,,,,,,,1,953.0,319.0,1005.0,Both,,0.0,0.0,1.0,flat_b,1.0,imrp,4,0.0,0.0,0.0,Open,NoContact,OneHanded,Straight,Body,BodyAway,BodyAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,15,1,0
sell,,J_03_024,4.966,,0.48200000000000004,,,,,,,,,,1.682,1.3230000000000002,-0.557,22.0,,,,,,,,,,,,,,,,,,2,960.0,788.0,1242.0,Arbitrary,,0.0,0.0,1.0,spread_o,0.0,imrp,5,0.0,0.0,0.0,Open,Contact,SymmetricalOrAlternating,Curved,Neutral,Neutral,Neutral,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,24,3,0
senate,,G_03_99,3.846,,-0.175,,,,,,,,,,1.739,2.021,-0.7709999999999999,23.0,,2.521,Noun,,,,,,,,,,,,,,,2,960.0,522.0,1092.0,Arbitrary,1.0,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,OneHanded,Curved,Body,Clavicle,Clavicle,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,99,3,0
send,,E_02_9,3.844,,-0.256,,,,,,,,,,3.967,2.052,0.11599999999999999,30.0,,3.9619999999999997,Verb,,,,,,,,,,,,,,,1,959.0,475.0,1070.0,Arbitrary,,0.0,0.0,1.0,spread_o,0.0,imrp,5,1.0,0.0,1.0,Open,Contact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,9,2,0
senior_citizen,,H_03_97,4.357,,0.20199999999999999,,,,,,,,,,1.5,1.022,-0.7859999999999999,24.0,senior citizen,,,,,,,,,,,,,,,,,1,959.0,749.0,1217.0,Arbitrary,,1.0,0.0,2.0,s,0.0,imrp,7,,0.0,,Closed,Contact,OneHanded,Straight,Head,Chin,Chin,1.0,,0.0,c,0.0,imrp,5,,0.0,,Open,NoContact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,97,3,0
sensitive,,J_02_091,5.0,,0.503,,,,,,,,,,1.6669999999999998,1.4040000000000001,-0.7340000000000001,24.0,,,,,,,,,,,,,,,,,,5,959.0,713.0,1195.0,Arbitrary,,0.0,0.0,1.0,open_8,1.0,m,4,0.0,,,Open,NoContact,OneHanded,BackAndForth,Body,TorsoTop,BodyAway,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,91,2,0
sentence,,H_01_25,4.571000000000001,,0.305,,,,,,,,,,2.68,1.464,-0.628,25.0,,,,,,,,,,,,,,,,,,1,963.0,591.0,1130.0,Arbitrary,,0.0,0.0,1.0,f,1.0,i,5,0.0,,,Open,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,25,1,0
sequence,,E_02_8,4.1610000000000005,,-0.044000000000000004,,,,,,,,,,3.9,2.052,0.083,30.0,,2.633,Noun,,,,,,,,,,,,,,,0,959.0,749.0,1217.0,Arbitrary,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Other,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,8,2,0
serious,serious,B_01_071,5.125,1.262,0.278,24.0,0.0,5.154,1.281,0.27399999999999997,13.0,0.0,,,3.154,2.016,0.12300000000000001,26.0,,3.8789999999999996,Adjective,500.5,900.9,400.4,801.0,86.0,22.0,2.0,2.0,31.0,0.0,2.0,1.0,22.0,0.0,0,1556.0,675.0,1696.0,Arbitrary,0.0,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,OneHanded,None,Head,Chin,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,71,1,0
serve,,E_02_4,4.531000000000001,,0.126,,,,,,,,,,2.6210000000000004,2.052,-0.469,29.0,,3.287,Verb,,,,,,,,,,,,,,,0,960.0,676.0,1174.0,Arbitrary,,0.0,0.0,1.0,open_b,1.0,imrp,1,0.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,4,2,0
set_up,set_up,B_03_021,4.16,1.546,-0.295,25.0,0.0,4.2860000000000005,1.069,-0.24600000000000002,14.0,0.0,52.0,50.0,3.065,1.821,-0.196,31.0,,2.511,Verb,433.77,1067.73,633.97,656.0,8.0,2.0,2.0,1.0,31.0,0.0,2.0,1.0,22.0,0.0,5,1620.0,780.0,1798.0,Arbitrary,0.0,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,AsymmetricalDifferentHandshape,Circular,Hand,HandAway,PalmBack,1.0,B,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,21,3,0
seven,,F_03_87,5.296,,0.564,,,,,,,,,,2.75,2.108,-0.43,16.0,,3.727,Number,,,,,,,,,,,,,,,1,963.0,591.0,1130.0,Arbitrary,,0.0,0.0,1.0,7,1.0,r,5,0.0,,,Open,Contact,OneHanded,Straight,Neutral,Neutral,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,87,3,0
several,,J_01_099,4.393,,0.132,,,,,,,,,,2.16,1.3130000000000002,-0.474,25.0,,,,,,,,,,,,,,,,,,4,959.0,713.0,1195.0,Arbitrary,,0.0,0.0,1.0,several,1.0,imrp,Stacked,1.0,,1.0,Open,,OneHanded,Curved,Neutral,Neutral,Neutral,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,99,1,0
sew,sew,B_02_073,2.48,1.7590000000000001,-1.331,25.0,0.0,2.4290000000000003,1.742,-1.3230000000000002,14.0,0.0,,,5.867000000000001,2.045,1.517,30.0,,2.449,Verb,467.13,1134.47,667.33,526.0,5.0,2.0,5.0,2.0,31.0,1.0,5.0,2.0,22.0,1.0,1,1575.0,749.0,1743.0,,0.0,0.0,0.0,1.0,f,1.0,i,5,0.0,,,Open,Contact,AsymmetricalSameHandshape,Curved,Hand,FingerTip,,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,73,2,0
shake_1,,G_01_62,1.6669999999999998,,-1.4169999999999998,,,,,,,,,,4.966,1.85,0.7759999999999999,29.0,TO SHAKE,3.306,Verb,,,,,,,,,,,,,,,1,960.0,788.0,1242.0,,,0.0,0.0,1.0,5,0.0,imrp,1,0.0,1.0,0.0,Open,NoContact,SymmetryViolation,Straight,Hand,FingerRadial,,1.0,O,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,62,1,0
shake_2,,F_03_48,2.76,,-0.867,,,,,,,,,,5.563,2.108,0.873,32.0,TO SHAKE,3.306,Verb,,,,,,,,,,,,,,,1,955.0,315.0,1005.0,,,0.0,0.0,1.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,SymmetricalOrAlternating,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,48,3,0
shakespeare,,J_03_105,2.25,,-1.124,,,,,,,,,,1.909,1.6880000000000002,-0.381,22.0,,,,,,,,,,,,,,,,,,2,966.0,945.0,1351.0,Arbitrary,,0.0,1.0,2.0,s,0.0,imrp,7,0.0,0.0,0.0,Closed,Contact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,s,0.0,imrp,7,1.0,0.0,1.0,Closed,Contact,OneHanded,Straight,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,105,3,0
shame,shame,D_03_008,2.231,0.992,-1.079,26.0,0.0,2.313,0.873,-1.014,16.0,0.0,,,2.217,2.009,-0.38799999999999996,23.0,,3.327,Noun,567.23,1167.84,600.6,787.0,22.0,6.0,2.0,1.0,26.0,-1.0,2.0,1.0,18.0,-1.0,2,1591.0,815.0,1787.0,Arbitrary,0.0,0.0,0.0,1.0,c,0.0,imrp,5,1.0,0.0,0.0,Open,NoContact,SymmetricalOrAlternating,Curved,Head,UnderChin,HeadAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,8,3,0
shame_on_you,,H_01_66,3.3569999999999998,,-0.43799999999999994,,,,,,,,,,5.542000000000001,1.933,0.542,24.0,shame on you,,,,,,,,,,,,,,,,,0,959.0,749.0,1217.0,Pantomimic,,0.0,0.0,1.0,1,0.0,i,1,0.0,,,Closed,NoContact,AsymmetricalSameHandshape,Curved,Hand,FingerBack,HandAway,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,66,1,0
shampoo,shampoo,D_01_035,4.481,1.626,0.19699999999999998,27.0,0.0,4.625,1.455,0.257,16.0,0.0,,,4.861000000000001,2.025,0.89,36.0,,2.334,Noun,533.87,1401.4,867.53,843.0,25.0,8.0,6.0,1.0,26.0,1.0,5.0,1.0,18.0,1.0,2,1620.0,780.0,1798.0,,0.0,0.0,0.0,1.0,curved_5,1.0,imrp,5,0.0,1.0,0.0,Open,NoContact,SymmetricalOrAlternating,Straight,Head,HeadAway,HeadAway,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,35,1,0
shape,,F_01_5,3.444,,-0.431,,,,,,,,,,4.788,1.9680000000000002,0.6679999999999999,33.0,,3.188,Noun,,,,,,,,,,,,,,,4,966.0,945.0,1351.0,,,0.0,0.0,1.0,a,1.0,t,,0.0,,,Open,,SymmetricalOrAlternating,BackAndForth,Neutral,Neutral,Neutral,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,5,1,0
