Code,MajorLocation,SignType,Movement,ThumbPosition
H_01_87,Hand,AsymmetricalDifferentHandshape,Curved,Open
D_01_021,Hand,AsymmetricalSameHandshape,Straight,Closed
A_03_019,Head,OneHanded,Circular,Open
E_03_7,Body,OneHanded,Straight,Open
H_03_49,Body,SymmetricalOrAlternating,Straight,Open
G_01_14,Hand,AsymmetricalSameHandshape,Straight,Open
F_02_81,Body,OneHanded,Straight,Open
A_02_072,Body,SymmetricalOrAlternating,Curved,Closed
C_02_034,Neutral,OneHanded,Curved,Closed
H_02_77,Arm,OneHanded,Straight,Open
J_01_008,Hand,AsymmetricalDifferentHandshape,Straight,Closed
A_01_005,Head,OneHanded,None,Closed
G_02_45,Head,OneHanded,None,Closed
G_02_21,Neutral,SymmetricalOrAlternating,Straight,Closed
J_02_075,Neutral,SymmetricalOrAlternating,Circular,Open
A_03_021,Neutral,OneHanded,Straight,Closed
C_02_079,Neutral,OneHanded,BackAndForth,Closed
B_02_070,Hand,AsymmetricalDifferentHandshape,Curved,Open
B_01_034,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_01_78,Neutral,SymmetricalOrAlternating,Straight,Closed
D_02_053,Hand,AsymmetricalDifferentHandshape,Straight,Open
E_03_80,Hand,AsymmetricalSameHandshape,Curved,Open
J_03_101,Hand,AsymmetricalDifferentHandshape,Straight,Closed
F_03_8,Hand,AsymmetricalSameHandshape,Curved,Open
J_03_083,Hand,AsymmetricalSameHandshape,Straight,Closed
G_03_59,Hand,AsymmetricalSameHandshape,Straight,Open
E_01_80,Head,OneHanded,Straight,Closed
A_01_003,Hand,AsymmetricalSameHandshape,Straight,Open
E_03_8,Neutral,OneHanded,None,Open
C_03_041,Neutral,OneHanded,None,Open
H_03_44,Neutral,SymmetricalOrAlternating,Straight,Open
E_02_031,Head,SymmetricalOrAlternating,Curved,Open
J_02_046,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_03_2,Neutral,OneHanded,None,Closed
G_02_14,Neutral,OneHanded,Straight,Open
G_02_76,Body,OneHanded,None,Open
F_02_36,Hand,AsymmetricalDifferentHandshape,Circular,Closed
C_01_080,Neutral,OneHanded,Straight,Closed
G_03_75,Head,OneHanded,Straight,Closed
E_01_100,Head,OneHanded,Straight,Open
J_02_088,Head,OneHanded,Curved,Open
D_03_044,Head,OneHanded,Curved,Open
E_01_82,Head,OneHanded,None,Closed
G_01_60,Head,OneHanded,None,Closed
G_01_49,Head,SymmetricalOrAlternating,Curved,Open
F_03_100,Neutral,SymmetricalOrAlternating,Circular,Open
D_01_044,Neutral,OneHanded,None,Open
B_01_079,Neutral,SymmetricalOrAlternating,Straight,Open
E_02_65,Neutral,SymmetricalOrAlternating,Straight,Open
J_03_032,Head,SymmetricalOrAlternating,Straight,Closed
C_03_062,Neutral,SymmetricalOrAlternating,Straight,Open
C_02_051,Neutral,SymmetricalOrAlternating,Other,Open
C_03_065,Arm,OneHanded,Straight,Closed
D_02_073,Head,OneHanded,Straight,Open
J_03_002,Head,OneHanded,None,Closed
E_03_56,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_76,Head,SymmetricalOrAlternating,None,Open
F_03_7,Hand,AsymmetricalDifferentHandshape,Straight,Open
E_01_27,Neutral,OneHanded,BackAndForth,Open
D_01_025,Hand,AsymmetricalDifferentHandshape,Straight,Open
D_03_039,Neutral,OneHanded,Curved,Closed
E_01_72,Head,OneHanded,None,Closed
A_01_063,Neutral,SymmetricalOrAlternating,Straight,Open
J_02_106,Hand,AsymmetricalDifferentHandshape,Other,Open
E_01_38,Neutral,OneHanded,Straight,Open
H_02_78,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_03_80,Neutral,OneHanded,Straight,Open
D_01_007,Head,OneHanded,Straight,Open
H_03_24,Head,OneHanded,Curved,Open
E_03_4,Hand,AsymmetricalSameHandshape,Straight,Open
J_02_059,Hand,AsymmetricalDifferentHandshape,Curved,Closed
F_03_12,Neutral,OneHanded,Straight,Closed
H_03_41,Hand,AsymmetricalDifferentHandshape,None,Open
J_01_066,Neutral,OneHanded,None,Closed
H_02_43,Hand,AsymmetricalDifferentHandshape,Straight,Open
A_03_038,Head,OneHanded,None,Closed
H_01_13,Head,OneHanded,Straight,Open
D_03_056,Head,OneHanded,Straight,Open
G_03_88,Neutral,SymmetricalOrAlternating,Curved,Closed
E_02_22,Neutral,SymmetricalOrAlternating,Curved,Open
E_03_2,Neutral,SymmetricalOrAlternating,Curved,Open
G_02_26,Hand,AsymmetricalSameHandshape,Curved,Open
J_01_108,Head,OneHanded,Straight,Open
H_03_101,Head,OneHanded,Straight,Open
J_02_090,Neutral,SymmetricalOrAlternating,Straight,Open
F_01_92,Hand,AsymmetricalDifferentHandshape,Other,Open
F_03_81,Hand,DominanceViolation,Curved,Closed
C_03_024,Head,OneHanded,Circular,Closed
A_02_020,Head,OneHanded,None,Open
E_03_87,Head,SymmetricalOrAlternating,None,Closed
F_02_39,Body,OneHanded,Straight,Open
C_02_064,Neutral,SymmetricalOrAlternating,Other,Open
C_03_036,Head,OneHanded,BackAndForth,Open
J_03_033,Neutral,SymmetricalOrAlternating,Curved,Open
F_03_98,Hand,AsymmetricalDifferentHandshape,Curved,Closed
B_02_043,Neutral,OneHanded,Curved,Open
G_02_67,Body,OneHanded,Curved,Open
E_02_66,Hand,AsymmetricalDifferentHandshape,Straight,Open
E_03_71,Neutral,OneHanded,Straight,Open
F_03_79,Hand,AsymmetricalSameHandshape,Curved,Closed
G_01_66,Head,OneHanded,Curved,Open
J_01_076,Neutral,AsymmetricalSameHandshape,Curved,Open
J_02_007,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_03_64,Head,SymmetricalOrAlternating,Curved,Open
C_01_089,Hand,AsymmetricalDifferentHandshape,Straight,Closed
D_01_087,Head,SymmetricalOrAlternating,None,Open
D_03_046,Body,SymmetricalOrAlternating,Straight,Open
J_03_069,Head,OneHanded,Straight,Open
H_02_60,Neutral,SymmetricalOrAlternating,Curved,Open
G_01_70,Hand,AsymmetricalDifferentHandshape,Curved,Open
H_02_100,Body,OneHanded,Curved,Open
C_03_033,Neutral,SymmetricalOrAlternating,None,Closed
D_01_048,Hand,AsymmetricalSameHandshape,Straight,Open
A_02_079,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_03_31,Hand,AsymmetricalSameHandshape,Straight,Closed
G_03_68,Hand,AsymmetricalSameHandshape,Other,Open
A_01_058,Body,SymmetricalOrAlternating,Straight,Open
A_01_026,Hand,AsymmetricalSameHandshape,Curved,Open
A_03_082,Hand,AsymmetricalSameHandshape,Curved,Open
A_01_021,Hand,SymmetryViolation,Straight,Closed
B_02_039,Neutral,SymmetricalOrAlternating,Straight,Open
E_02_90,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
H_03_67,Neutral,AsymmetricalSameHandshape,Curved,Closed
J_02_021,Head,SymmetricalOrAlternating,None,Open
B_03_044,Head,OneHanded,None,Open
E_03_28,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_02_1,Neutral,SymmetricalOrAlternating,Curved,Open
G_02_59,Neutral,SymmetricalOrAlternating,None,Open
H_03_33,Neutral,AsymmetricalSameHandshape,Curved,Open
G_02_2,Head,OneHanded,Straight,Open
E_01_103,Hand,AsymmetricalDifferentHandshape,Straight,Closed
C_01_049,Body,OneHanded,None,Open
B_01_060,Arm,OneHanded,Straight,Open
B_01_085,Head,OneHanded,Straight,Open
D_02_056,Head,OneHanded,Straight,Open
F_01_82,Hand,AsymmetricalDifferentHandshape,Curved,Closed
F_03_36,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_01_089,Neutral,SymmetricalOrAlternating,Curved,Open
A_01_070,Head,OneHanded,None,Open
G_02_88,Hand,AsymmetricalDifferentHandshape,Curved,Closed
E_02_77,Head,OneHanded,Straight,Open
F_02_6,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_01_17,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_02_52,Hand,AsymmetricalDifferentHandshape,Straight,Open
E_02_26,Head,SymmetricalOrAlternating,Curved,Open
H_03_52,Hand,AsymmetricalDifferentHandshape,Straight,Closed
D_02_006,Hand,SymmetryViolation,Other,Open
E_02_97,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
A_02_053,Head,OneHanded,None,Open
F_01_88,Body,SymmetricalOrAlternating,Straight,Open
F_03_95,Head,OneHanded,Straight,Open
D_01_049,Head,OneHanded,Straight,Closed
C_01_009,Neutral,SymmetricalOrAlternating,Circular,Open
A_02_085,Neutral,OneHanded,Straight,Open
C_01_021,Head,OneHanded,BackAndForth,Closed
J_02_063,Head,SymmetricalOrAlternating,None,Open
C_02_082,Neutral,OneHanded,BackAndForth,Open
D_01_008,Neutral,SymmetricalOrAlternating,Other,Open
A_02_073,Body,OneHanded,Curved,Open
F_01_46,Body,OneHanded,Curved,Closed
J_02_107,Head,OneHanded,None,Open
G_03_93,Neutral,SymmetricalOrAlternating,Curved,Open
E_01_78,Neutral,SymmetricalOrAlternating,Straight,Open
B_01_066,Neutral,SymmetricalOrAlternating,Straight,Open
H_01_6,Hand,AsymmetricalDifferentHandshape,Curved,Closed
G_01_91,Neutral,SymmetricalOrAlternating,Straight,Open
F_01_63,Hand,AsymmetricalDifferentHandshape,None,Open
E_01_51,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_02_23,Neutral,OneHanded,BackAndForth,Open
H_03_95,Head,OneHanded,Straight,Closed
J_01_038,Neutral,SymmetricalOrAlternating,Circular,Open
E_03_14,Neutral,SymmetricalOrAlternating,Straight,Closed
A_03_029,Neutral,SymmetricalOrAlternating,Curved,Open
H_03_98,Head,OneHanded,None,Open
E_03_40,Head,SymmetricalOrAlternating,Straight,Open
A_02_042,Head,OneHanded,None,Open
A_01_074,Hand,AsymmetricalDifferentHandshape,Other,Open
A_02_032,Head,OneHanded,None,Open
B_02_077,Neutral,SymmetricalOrAlternating,Curved,Open
B_01_050,Head,OneHanded,None,Open
A_02_019,Head,SymmetricalOrAlternating,None,Open
G_02_96,Body,OneHanded,None,Open
H_01_95,Arm,OneHanded,None,Open
C_02_088,Hand,AsymmetricalDifferentHandshape,None,Open
C_01_074,Head,OneHanded,Straight,Open
B_03_027,Head,OneHanded,Straight,Open
A_03_058,Head,OneHanded,Straight,Open
H_03_56,Head,OneHanded,Straight,Open
G_01_28,Neutral,OneHanded,Curved,Open
C_03_022,Neutral,SymmetricalOrAlternating,Straight,Open
G_01_13,Neutral,SymmetricalOrAlternating,None,Open
E_02_85,Neutral,OneHanded,Straight,Open
E_02_84,Neutral,SymmetricalOrAlternating,Straight,Open
E_03_102,Neutral,OneHanded,None,Open
G_01_29,Neutral,SymmetricalOrAlternating,Curved,Open
H_01_41,Neutral,SymmetricalOrAlternating,Curved,Open
E_03_79,Head,OneHanded,None,Closed
E_03_34,Neutral,SymmetricalOrAlternating,Straight,Open
F_01_19,Hand,AsymmetricalDifferentHandshape,Curved,Open
E_01_29,Hand,AsymmetricalDifferentHandshape,Curved,Open
F_02_60,Neutral,SymmetricalOrAlternating,Straight,Open
E_03_70,Neutral,SymmetricalOrAlternating,Straight,Closed
C_01_066,Neutral,SymmetricalOrAlternating,None,Open
G_03_62,Neutral,SymmetricalOrAlternating,None,Open
A_02_029,Neutral,SymmetricalOrAlternating,None,Open
B_02_007,Body,OneHanded,Circular,Open
E_01_14,Hand,AsymmetricalDifferentHandshape,Straight,Open
D_01_032,Neutral,OneHanded,None,Open
H_02_58,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_22,Hand,AsymmetricalDifferentHandshape,Straight,Closed
G_03_28,Hand,AsymmetricalDifferentHandshape,Curved,Closed
A_01_087,Neutral,SymmetricalOrAlternating,Straight,Closed
J_03_045,Hand,AsymmetricalSameHandshape,Straight,Closed
D_01_075,Hand,AsymmetricalDifferentHandshape,BackAndForth,Closed
H_02_14,Neutral,AsymmetricalSameHandshape,Straight,Open
A_01_052,Body,OneHanded,Straight,Open
J_03_063,Hand,AsymmetricalDifferentHandshape,Curved,Open
J_01_086,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_01_43,Head,SymmetricalOrAlternating,None,Open
D_02_010,Neutral,AsymmetricalDifferentHandshape,Straight,Open
H_03_72,Hand,AsymmetricalSameHandshape,Straight,Open
C_02_011,Arm,OneHanded,Straight,Open
D_03_023,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
A_02_080,Neutral,SymmetricalOrAlternating,Straight,Open
G_02_77,Head,SymmetricalOrAlternating,Other,Open
J_01_016,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_01_33,Hand,AsymmetricalDifferentHandshape,Curved,Closed
J_02_050,Hand,AsymmetricalSameHandshape,Straight,Closed
B_02_005,Neutral,SymmetricalOrAlternating,Straight,Closed
H_03_79,Neutral,AsymmetricalSameHandshape,Straight,Closed
H_01_12,Neutral,AsymmetricalSameHandshape,Curved,Open
A_03_050,Hand,AsymmetricalDifferentHandshape,Straight,Closed
F_02_63,Neutral,OneHanded,Curved,Open
H_01_26,Neutral,OneHanded,Circular,Open
C_03_069,Arm,OneHanded,BackAndForth,Open
F_03_2,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
C_03_090,Neutral,SymmetricalOrAlternating,Straight,Open
D_01_019,Neutral,OneHanded,Straight,Open
H_02_71,Head,OneHanded,Straight,Open
F_01_58,Head,AsymmetricalDifferentHandshape,None,Closed
B_01_078,Body,OneHanded,Straight,Open
H_01_31,Body,SymmetricalOrAlternating,Curved,Open
D_02_016,Head,SymmetricalOrAlternating,Straight,Open
H_03_6,Hand,AsymmetricalDifferentHandshape,Straight,Closed
E_02_82,Head,OneHanded,None,Open
D_03_062,Head,OneHanded,Straight,Closed
C_01_022,Head,OneHanded,None,Open
C_02_004,Hand,AsymmetricalDifferentHandshape,Straight,Closed
A_01_081,Body,OneHanded,Straight,Open
D_03_026,Body,OneHanded,Straight,Open
E_01_3,Body,OneHanded,Curved,Closed
H_01_30,Hand,AsymmetricalDifferentHandshape,Circular,Open
B_01_045,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_01_074,Hand,AsymmetricalDifferentHandshape,Curved,Closed
A_01_090,Neutral,SymmetricalOrAlternating,Straight,Closed
C_03_010,Neutral,SymmetricalOrAlternating,None,Closed
B_03_047,Neutral,SymmetricalOrAlternating,Straight,Closed
E_03_55,Neutral,SymmetricalOrAlternating,Circular,Open
J_03_051,Neutral,SymmetricalOrAlternating,None,Open
H_02_16,Head,OneHanded,None,Open
G_02_84,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
J_01_054,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
A_01_071,Head,OneHanded,None,Closed
D_01_061,Neutral,SymmetricalOrAlternating,Curved,Open
E_02_19,Hand,AsymmetricalSameHandshape,BackAndForth,Open
F_01_38,Hand,AsymmetricalDifferentHandshape,None,Open
E_01_23,Neutral,SymmetricalOrAlternating,None,Open
H_02_26,Neutral,SymmetricalOrAlternating,Curved,Open
C_03_037,Neutral,SymmetricalOrAlternating,Straight,Closed
H_03_26,Neutral,OneHanded,Curved,Closed
H_01_45,Neutral,SymmetricalOrAlternating,Curved,Open
J_01_106,Arm,OneHanded,Curved,Closed
A_03_010,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_02_74,Hand,AsymmetricalDifferentHandshape,Straight,Closed
H_02_29,Neutral,SymmetricalOrAlternating,Curved,Open
D_02_062,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_69,Neutral,SymmetricalOrAlternating,Straight,Open
H_02_56,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_01_051,Head,OneHanded,Straight,Closed
C_02_041,Arm,OneHanded,Curved,Closed
B_02_067,Neutral,OneHanded,None,Open
D_02_077,Neutral,SymmetricalOrAlternating,Straight,Open
F_03_46,Neutral,SymmetricalOrAlternating,Curved,Open
G_02_7,Neutral,SymmetricalOrAlternating,Straight,Open
E_01_76,Head,OneHanded,Curved,Open
B_01_012,Head,OneHanded,None,Closed
F_03_74,Head,OneHanded,None,Open
J_02_011,Neutral,OneHanded,None,Closed
J_02_095,Body,OneHanded,Circular,Open
H_02_49,Neutral,OneHanded,Straight,Open
A_03_055,Body,OneHanded,Curved,Open
C_01_037,Head,SymmetricalOrAlternating,Curved,Closed
F_01_79,Hand,AsymmetricalDifferentHandshape,Curved,Closed
C_02_024,Head,SymmetricalOrAlternating,None,Closed
H_02_82,Head,SymmetricalOrAlternating,Curved,Open
F_02_75,Neutral,SymmetricalOrAlternating,None,Open
A_01_075,Head,OneHanded,None,Open
E_03_89,Neutral,OneHanded,Straight,Open
A_03_061,Neutral,SymmetricalOrAlternating,Straight,Open
F_03_1,Neutral,OneHanded,Curved,Closed
E_03_19,Head,OneHanded,Straight,Open
D_03_021,Hand,AsymmetricalDifferentHandshape,Curved,Open
H_01_101,Hand,AsymmetricalSameHandshape,Curved,Closed
D_02_081,Head,OneHanded,Straight,Closed
A_01_089,Head,OneHanded,Straight,Closed
H_03_65,Head,SymmetricalOrAlternating,Curved,Closed
A_01_022,Hand,AsymmetricalDifferentHandshape,Straight,Closed
F_03_42,Neutral,SymmetricalOrAlternating,Straight,Closed
G_01_71,Neutral,SymmetricalOrAlternating,Straight,Closed
B_02_021,Head,OneHanded,Curved,Closed
H_02_79,Head,OneHanded,None,Closed
C_01_076,Head,OneHanded,Circular,Closed
H_03_90,Head,OneHanded,None,Closed
J_02_056,Head,OneHanded,Straight,Closed
J_02_078,Neutral,OneHanded,Straight,Open
G_01_24,Neutral,SymmetricalOrAlternating,Circular,Open
B_03_089,Neutral,SymmetricalOrAlternating,Circular,Open
C_02_090,Head,OneHanded,None,Closed
F_03_30,Head,OneHanded,Straight,Closed
E_01_42,Hand,AsymmetricalSameHandshape,Straight,Open
E_03_36,Head,OneHanded,Curved,Closed
G_01_1,Body,SymmetricalOrAlternating,Straight,Open
H_01_62,Body,OneHanded,Straight,Open
F_01_21,Hand,AsymmetricalDifferentHandshape,Curved,Closed
J_01_067,Hand,AsymmetricalSameHandshape,Curved,Closed
B_01_023,Hand,AsymmetricalSameHandshape,Straight,Open
D_03_081,Body,SymmetricalOrAlternating,Straight,Open
E_03_59,Neutral,SymmetricalOrAlternating,Curved,Closed
H_01_63,Body,SymmetricalOrAlternating,Straight,Closed
B_03_029,Body,OneHanded,Curved,Closed
C_02_014,Head,OneHanded,None,Open
H_03_38,Head,OneHanded,Straight,Open
J_02_103,Hand,AsymmetricalDifferentHandshape,Straight,Open
B_03_004,Neutral,OneHanded,None,Open
J_02_092,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
J_03_007,Neutral,SymmetricalOrAlternating,Curved,Open
E_01_24,Neutral,SymmetricalOrAlternating,Curved,Open
C_01_078,Hand,SymmetryViolation,Straight,Closed
H_02_67,Neutral,SymmetricalOrAlternating,Curved,Closed
B_03_084,Hand,AsymmetricalDifferentHandshape,Curved,Closed
J_03_039,Body,OneHanded,Curved,Open
J_01_084,Hand,AsymmetricalDifferentHandshape,Curved,Closed
G_03_30,Neutral,OneHanded,Straight,Closed
J_01_029,Head,SymmetricalOrAlternating,Curved,Closed
B_01_018,Body,SymmetricalOrAlternating,Straight,Open
B_01_031,Body,SymmetricalOrAlternating,Straight,Open
J_03_043,Head,OneHanded,Straight,Open
D_02_045,Head,OneHanded,Other,Closed
E_03_3,Hand,AsymmetricalDifferentHandshape,Curved,Closed
J_01_039,Hand,AsymmetricalDifferentHandshape,BackAndForth,Closed
J_03_084,Body,SymmetricalOrAlternating,Straight,Open
H_02_28,Neutral,SymmetricalOrAlternating,Straight,Closed
D_03_088,Head,OneHanded,None,Open
D_03_016,Head,OneHanded,Straight,Closed
F_03_103,Hand,AsymmetricalDifferentHandshape,Straight,Closed
F_03_23,Hand,AsymmetricalDifferentHandshape,Straight,Closed
J_03_026,Hand,AsymmetricalDifferentHandshape,Straight,Open
C_01_065,Neutral,SymmetricalOrAlternating,Straight,Closed
C_01_070,Neutral,OneHanded,Straight,Closed
J_03_095,Hand,AsymmetricalSameHandshape,Curved,Open
A_03_053,Hand,AsymmetricalDifferentHandshape,Straight,Open
F_02_26,Neutral,SymmetricalOrAlternating,Straight,Open
A_03_035,Head,OneHanded,Straight,Open
F_02_66,Neutral,SymmetricalOrAlternating,BackAndForth,Open
F_02_83,Neutral,SymmetricalOrAlternating,Straight,Closed
J_03_062,Head,OneHanded,Curved,Open
J_02_038,Neutral,SymmetricalOrAlternating,Circular,Closed
G_02_93,Neutral,SymmetricalOrAlternating,Curved,Open
F_01_34,Neutral,SymmetricalOrAlternating,Straight,Open
A_01_030,Hand,AsymmetricalSameHandshape,Straight,Open
E_01_16,Hand,AsymmetricalDifferentHandshape,Straight,Closed
E_02_88,Hand,AsymmetricalDifferentHandshape,Straight,Closed
E_03_24,Neutral,SymmetricalOrAlternating,Curved,Open
G_01_10,Neutral,SymmetricalOrAlternating,Straight,Closed
H_03_36,Hand,AsymmetricalDifferentHandshape,Circular,Closed
E_03_11,Neutral,SymmetricalOrAlternating,Circular,Closed
H_03_34,Arm,OneHanded,Straight,Open
D_02_033,Neutral,SymmetricalOrAlternating,Curved,Closed
A_02_074,Neutral,SymmetricalOrAlternating,Curved,Closed
F_01_39,Neutral,SymmetricalOrAlternating,Straight,Open
A_01_024,Neutral,SymmetricalOrAlternating,Straight,Open
H_03_73,Neutral,SymmetricalOrAlternating,Straight,Open
A_03_051,Head,OneHanded,Straight,Open
D_03_012,Hand,AsymmetricalSameHandshape,Other,Closed
G_03_24,Head,OneHanded,Curved,Closed
F_01_28,Hand,AsymmetricalDifferentHandshape,Curved,Open
G_03_47,Neutral,SymmetricalOrAlternating,Circular,Closed
B_01_026,Hand,AsymmetricalDifferentHandshape,Straight,Open
G_02_60,Hand,AsymmetricalSameHandshape,Straight,Closed
F_02_91,Hand,AsymmetricalDifferentHandshape,Curved,Closed
G_02_86,Neutral,SymmetricalOrAlternating,Straight,Open
B_03_015,Hand,SymmetryViolation,Straight,Open
J_01_100,Neutral,SymmetricalOrAlternating,Straight,Closed
G_01_77,Hand,AsymmetricalDifferentHandshape,Straight,Open
E_03_54,Neutral,SymmetricalOrAlternating,Circular,Closed
D_02_091,Head,OneHanded,BackAndForth,Closed
B_02_053,Head,SymmetricalOrAlternating,Straight,Open
G_01_85,Neutral,SymmetricalOrAlternating,Curved,Closed
D_01_074,Neutral,OneHanded,Straight,Open
F_02_94,Neutral,AsymmetricalDifferentHandshape,Straight,Open
A_02_061,Neutral,SymmetricalOrAlternating,Curved,Open
B_01_069,Hand,AsymmetricalSameHandshape,None,Closed
E_02_100,Neutral,OneHanded,Straight,Open
B_02_009,Neutral,OneHanded,Straight,Open
B_02_013,Neutral,SymmetricalOrAlternating,Straight,Closed
J_02_081,Neutral,SymmetricalOrAlternating,Straight,Open
H_02_21,Neutral,SymmetricalOrAlternating,Straight,Open
A_02_004,Hand,AsymmetricalDifferentHandshape,Straight,Closed
A_01_015,Head,AsymmetricalDifferentHandshape,Straight,Open
F_03_19,Head,SymmetricalOrAlternating,Curved,Open
E_01_5,Neutral,SymmetricalOrAlternating,BackAndForth,Closed
D_01_028,Neutral,OneHanded,Circular,Closed
F_01_54,Hand,AsymmetricalDifferentHandshape,Circular,Open
F_03_88,Neutral,SymmetricalOrAlternating,Straight,Open
G_03_61,Hand,AsymmetricalDifferentHandshape,Straight,Closed
G_02_74,Hand,AsymmetricalSameHandshape,Straight,Open
D_03_060,Neutral,OneHanded,Straight,Closed
G_03_15,Neutral,SymmetricalOrAlternating,None,Open
C_03_039,Hand,AsymmetricalDifferentHandshape,Straight,Closed
F_03_89,Head,OneHanded,Straight,Closed
B_02_014,Head,SymmetricalOrAlternating,Straight,Open
B_03_079,Body,SymmetricalOrAlternating,Straight,Open
A_03_013,Body,SymmetryViolation,Other,Open
A_03_001,Hand,AsymmetricalSameHandshape,Straight,Closed
C_03_089,Neutral,AsymmetricalSameHandshape,Straight,Open
A_02_011,Neutral,SymmetricalOrAlternating,Circular,Open
A_01_020,Neutral,SymmetricalOrAlternating,Circular,Open
A_01_038,Neutral,OneHanded,None,Closed
H_01_8,Neutral,OneHanded,Straight,Closed
J_03_044,Hand,AsymmetricalDifferentHandshape,BackAndForth,Closed
H_01_60,Hand,AsymmetricalDifferentHandshape,Straight,Open
H_02_99,Head,OneHanded,Straight,Open
H_02_84,Hand,AsymmetricalDifferentHandshape,Straight,Closed
E_03_27,Head,OneHanded,Straight,Open
D_02_023,Hand,AsymmetricalDifferentHandshape,None,Closed
H_03_81,Hand,AsymmetricalDifferentHandshape,Straight,Closed
C_03_084,Neutral,OneHanded,Straight,Closed
E_02_86,Hand,AsymmetricalDifferentHandshape,Straight,Open
J_01_028,Hand,AsymmetricalDifferentHandshape,Curved,Open
E_03_45,Hand,AsymmetricalDifferentHandshape,Curved,Open
G_01_57,Neutral,SymmetricalOrAlternating,Straight,Open
C_03_076,Head,OneHanded,Straight,Open
A_03_059,Head,OneHanded,None,Open
C_02_030,Head,OneHanded,Straight,Open
J_03_004,Head,OneHanded,Straight,Open
F_01_43,Head,OneHanded,None,Open
D_03_087,Neutral,OneHanded,Curved,Open
H_01_15,Body,OneHanded,Straight,Open
J_03_024,Neutral,SymmetricalOrAlternating,Curved,Open
G_03_99,Body,OneHanded,Curved,Closed
E_02_9,Neutral,OneHanded,Straight,Open
H_03_97,Head,OneHanded,Straight,Closed
J_02_091,Body,OneHanded,BackAndForth,Open
H_01_25,Neutral,SymmetricalOrAlternating,Straight,Open
E_02_8,Neutral,SymmetricalOrAlternating,Other,Open
B_01_071,Head,OneHanded,None,Closed
E_02_4,Neutral,SymmetricalOrAlternating,Straight,Open
B_03_021,Hand,AsymmetricalDifferentHandshape,Circular,Open
F_03_87,Neutral,OneHanded,Straight,Open
J_01_099,Neutral,OneHanded,Curved,Open
B_02_073,Hand,AsymmetricalSameHandshape,Curved,Open
G_01_62,Hand,SymmetryViolation,Straight,Open
F_03_48,Neutral,SymmetricalOrAlternating,Straight,Closed
J_03_105,Neutral,OneHanded,Straight,Closed
D_03_008,Head,SymmetricalOrAlternating,Curved,Open
H_01_66,Hand,AsymmetricalSameHandshape,Curved,Closed
D_01_035,Head,SymmetricalOrAlternating,Straight,Open
F_01_5,Neutral,SymmetricalOrAlternating,BackAndForth,Open
E_02_101,Hand,AsymmetricalSameHandshape,None,Open
E_03_23,Head,OneHanded,Straight,Closed
E_02_71,Hand,AsymmetricalSameHandshape,Straight,Closed
G_01_55,Hand,AsymmetricalDifferentHandshape,Curved,Open
H_01_105,Hand,AsymmetricalDifferentHandshape,BackAndForth,Open
H_03_60,Hand,AsymmetricalSameHandshape,Straight,Open
B_03_017,Head,OneHanded,Straight,Closed
J_02_018,Hand,AsymmetricalSameHandshape,Curved,Closed
H_03_18,Head,OneHanded,Straight,Closed
A_02_010,Arm,OneHanded,Curved,Closed
E_02_60,Neutral,SymmetricalOrAlternating,Straight,Closed
E_01_50,Neutral,OneHanded,Straight,Closed
D_01_091,Hand,AsymmetricalDifferentHandshape,Straight,Open
A_01_028,Body,OneHanded,Straight,Open
D_01_023,Head,OneHanded,None,Closed
A_02_057,Neutral,SymmetricalOrAlternating,Straight,Closed
J_01_024,Neutral,DominanceViolation,Curved,Open
F_01_49,Neutral,SymmetricalOrAlternating,Other,Open
C_03_075,Hand,AsymmetricalDifferentHandshape,Other,Open
D_03_058,Neutral,SymmetricalOrAlternating,Curved,Open
H_02_92,Neutral,OneHanded,Straight,Open
H_01_49,Head,OneHanded,Curved,Open
J_02_087,Neutral,SymmetricalOrAlternating,Straight,Closed
A_01_037,Body,SymmetricalOrAlternating,Curved,Open
E_01_13,Arm,OneHanded,Straight,Open
G_02_79,Neutral,OneHanded,Straight,Closed
